lr: 0.005, hidden_size: 32, layer_num: 1, train_batch_size: 4 - min val loss: 1.2162312666575115
lr: 0.005, hidden_size: 512, layer_num: 3, train_batch_size: 4 - min val loss: 2.001610040664673
lr: 0.005, hidden_size: 512, layer_num: 3, train_batch_size: 8 - min val loss: 1.9225210348765056
lr: 0.005, hidden_size: 512, layer_num: 3, train_batch_size: 16 - min val loss: 1.44199405113856
lr: 0.005, hidden_size: 512, layer_num: 3, train_batch_size: 32 - min val loss: 1.29766180117925
lr: 0.005, hidden_size: 512, layer_num: 4, train_batch_size: 4 - min val loss: 2.154818813006083
lr: 0.005, hidden_size: 512, layer_num: 4, train_batch_size: 8 - min val loss: 1.9991422692934673
lr: 0.005, hidden_size: 512, layer_num: 4, train_batch_size: 16 - min val loss: 1.874069074789683
lr: 0.005, hidden_size: 512, layer_num: 4, train_batch_size: 32 - min val loss: 1.3332806626955669
lr: 0.001, hidden_size: 32, layer_num: 1, train_batch_size: 4 - min val loss: 1.0353898008664448
lr: 0.001, hidden_size: 32, layer_num: 1, train_batch_size: 8 - min val loss: 1.078422526518504
lr: 0.001, hidden_size: 32, layer_num: 1, train_batch_size: 16 - min val loss: 1.0480578740437825
lr: 0.001, hidden_size: 32, layer_num: 1, train_batch_size: 32 - min val loss: 1.095015545686086
lr: 0.001, hidden_size: 32, layer_num: 2, train_batch_size: 4 - min val loss: 0.9421037137508392
lr: 0.001, hidden_size: 32, layer_num: 2, train_batch_size: 8 - min val loss: 1.0155393580595653
lr: 0.001, hidden_size: 32, layer_num: 2, train_batch_size: 16 - min val loss: 0.9987649321556091
lr: 0.001, hidden_size: 32, layer_num: 2, train_batch_size: 32 - min val loss: 1.0444822510083516
lr: 0.001, hidden_size: 32, layer_num: 3, train_batch_size: 4 - min val loss: 0.942379355430603
lr: 0.001, hidden_size: 32, layer_num: 3, train_batch_size: 8 - min val loss: 0.9261646668116251
lr: 0.001, hidden_size: 32, layer_num: 3, train_batch_size: 16 - min val loss: 0.9569112062454224
lr: 0.001, hidden_size: 32, layer_num: 3, train_batch_size: 32 - min val loss: 0.9923199017842611
lr: 0.001, hidden_size: 32, layer_num: 4, train_batch_size: 4 - min val loss: 0.9923551678657532
lr: 0.001, hidden_size: 32, layer_num: 4, train_batch_size: 8 - min val loss: 0.9324333469072977
lr: 0.001, hidden_size: 32, layer_num: 4, train_batch_size: 16 - min val loss: 0.9275088906288147
lr: 0.001, hidden_size: 32, layer_num: 4, train_batch_size: 32 - min val loss: 0.9748489658037821
lr: 0.001, hidden_size: 64, layer_num: 1, train_batch_size: 4 - min val loss: 1.000622808933258
lr: 0.001, hidden_size: 64, layer_num: 1, train_batch_size: 8 - min val loss: 0.9857216576735178
lr: 0.001, hidden_size: 64, layer_num: 1, train_batch_size: 16 - min val loss: 0.9709292451540629
lr: 0.001, hidden_size: 64, layer_num: 1, train_batch_size: 32 - min val loss: 0.9795298278331757
lr: 0.001, hidden_size: 64, layer_num: 2, train_batch_size: 4 - min val loss: 0.9584059516588846
lr: 0.001, hidden_size: 64, layer_num: 2, train_batch_size: 8 - min val loss: 0.9334034025669098
lr: 0.001, hidden_size: 64, layer_num: 2, train_batch_size: 16 - min val loss: 0.9196614424387614
lr: 0.001, hidden_size: 64, layer_num: 2, train_batch_size: 32 - min val loss: 0.9769207040468851
lr: 0.001, hidden_size: 64, layer_num: 3, train_batch_size: 4 - min val loss: 0.9586728612581888
lr: 0.001, hidden_size: 64, layer_num: 3, train_batch_size: 8 - min val loss: 0.9026282032330831
lr: 0.001, hidden_size: 64, layer_num: 3, train_batch_size: 16 - min val loss: 0.9360156853993734
lr: 0.001, hidden_size: 64, layer_num: 3, train_batch_size: 32 - min val loss: 0.9357921779155731
lr: 0.001, hidden_size: 64, layer_num: 4, train_batch_size: 4 - min val loss: 0.9916460116704305
lr: 0.001, hidden_size: 64, layer_num: 4, train_batch_size: 8 - min val loss: 0.8665642440319061
lr: 0.001, hidden_size: 64, layer_num: 4, train_batch_size: 16 - min val loss: 0.9335929652055105
lr: 0.001, hidden_size: 64, layer_num: 4, train_batch_size: 32 - min val loss: 0.9492047528425852
lr: 0.001, hidden_size: 128, layer_num: 1, train_batch_size: 4 - min val loss: 0.9827531576156616
lr: 0.001, hidden_size: 128, layer_num: 1, train_batch_size: 8 - min val loss: 0.9410005807876587
lr: 0.001, hidden_size: 128, layer_num: 1, train_batch_size: 16 - min val loss: 0.9319871564706167
lr: 0.001, hidden_size: 128, layer_num: 1, train_batch_size: 32 - min val loss: 0.954876164595286
lr: 0.001, hidden_size: 128, layer_num: 2, train_batch_size: 4 - min val loss: 0.9652342597643534
lr: 0.001, hidden_size: 128, layer_num: 2, train_batch_size: 8 - min val loss: 0.9219736456871033
lr: 0.001, hidden_size: 128, layer_num: 2, train_batch_size: 16 - min val loss: 0.9195427894592285
lr: 0.001, hidden_size: 128, layer_num: 2, train_batch_size: 32 - min val loss: 0.905649850765864
lr: 0.001, hidden_size: 128, layer_num: 3, train_batch_size: 4 - min val loss: 0.9507178465525309
lr: 0.001, hidden_size: 128, layer_num: 3, train_batch_size: 8 - min val loss: 0.933787594238917
lr: 0.001, hidden_size: 128, layer_num: 3, train_batch_size: 16 - min val loss: 0.8560755948225657
lr: 0.001, hidden_size: 128, layer_num: 3, train_batch_size: 32 - min val loss: 0.902324765920639
lr: 0.001, hidden_size: 128, layer_num: 4, train_batch_size: 4 - min val loss: 0.9360363682111105
lr: 0.001, hidden_size: 128, layer_num: 4, train_batch_size: 8 - min val loss: 0.9110541939735413
lr: 0.001, hidden_size: 128, layer_num: 4, train_batch_size: 16 - min val loss: 0.8818100492159525
lr: 0.001, hidden_size: 128, layer_num: 4, train_batch_size: 32 - min val loss: 0.8755093713601431
lr: 0.001, hidden_size: 256, layer_num: 1, train_batch_size: 4 - min val loss: 0.9841597477595011
lr: 0.001, hidden_size: 256, layer_num: 1, train_batch_size: 8 - min val loss: 0.9703967471917471
lr: 0.001, hidden_size: 256, layer_num: 1, train_batch_size: 16 - min val loss: 0.9485238194465637
lr: 0.001, hidden_size: 256, layer_num: 1, train_batch_size: 32 - min val loss: 0.8900190194447836
lr: 0.001, hidden_size: 256, layer_num: 2, train_batch_size: 4 - min val loss: 0.9320259292920431
lr: 0.001, hidden_size: 256, layer_num: 2, train_batch_size: 8 - min val loss: 0.8990485171477
lr: 0.001, hidden_size: 256, layer_num: 2, train_batch_size: 16 - min val loss: 0.8958687682946523
lr: 0.001, hidden_size: 256, layer_num: 2, train_batch_size: 32 - min val loss: 0.9255387286345164
lr: 0.001, hidden_size: 256, layer_num: 3, train_batch_size: 4 - min val loss: 0.9668705066045126
lr: 0.001, hidden_size: 256, layer_num: 3, train_batch_size: 8 - min val loss: 0.9304875632127126
lr: 0.001, hidden_size: 256, layer_num: 3, train_batch_size: 16 - min val loss: 0.8559359014034271
lr: 0.001, hidden_size: 256, layer_num: 3, train_batch_size: 32 - min val loss: 0.8825284739335378
lr: 0.001, hidden_size: 256, layer_num: 4, train_batch_size: 4 - min val loss: 0.9815966486930847
lr: 0.001, hidden_size: 256, layer_num: 4, train_batch_size: 8 - min val loss: 0.9315571288267771
lr: 0.001, hidden_size: 256, layer_num: 4, train_batch_size: 16 - min val loss: 0.9423085550467173
lr: 0.001, hidden_size: 256, layer_num: 4, train_batch_size: 32 - min val loss: 0.8904584248860677
lr: 0.001, hidden_size: 512, layer_num: 1, train_batch_size: 4 - min val loss: 1.0070724685986836
lr: 0.001, hidden_size: 512, layer_num: 1, train_batch_size: 8 - min val loss: 0.9324735403060913
lr: 0.001, hidden_size: 512, layer_num: 1, train_batch_size: 16 - min val loss: 0.8973297973473867
lr: 0.001, hidden_size: 512, layer_num: 1, train_batch_size: 32 - min val loss: 0.8896607458591461
lr: 0.001, hidden_size: 512, layer_num: 2, train_batch_size: 4 - min val loss: 1.0040925244490306
lr: 0.001, hidden_size: 512, layer_num: 2, train_batch_size: 8 - min val loss: 0.887580543756485
lr: 0.001, hidden_size: 512, layer_num: 2, train_batch_size: 16 - min val loss: 0.8944829404354095
lr: 0.001, hidden_size: 512, layer_num: 2, train_batch_size: 32 - min val loss: 0.8746218085289001
lr: 0.001, hidden_size: 512, layer_num: 3, train_batch_size: 4 - min val loss: 0.9979861974716187
lr: 0.001, hidden_size: 512, layer_num: 3, train_batch_size: 8 - min val loss: 0.9362467924753824
lr: 0.001, hidden_size: 512, layer_num: 3, train_batch_size: 16 - min val loss: 0.874344398578008
lr: 0.001, hidden_size: 512, layer_num: 3, train_batch_size: 32 - min val loss: 0.8729914426803589
lr: 0.001, hidden_size: 512, layer_num: 4, train_batch_size: 4 - min val loss: 1.0294877489407857
lr: 0.001, hidden_size: 512, layer_num: 4, train_batch_size: 8 - min val loss: 0.962053527434667
lr: 0.001, hidden_size: 512, layer_num: 4, train_batch_size: 16 - min val loss: 0.9617921809355418
lr: 0.001, hidden_size: 512, layer_num: 4, train_batch_size: 32 - min val loss: 0.8918441534042358
lr: 0.005, hidden_size: 32, layer_num: 1, train_batch_size: 4 - min val loss: 1.3558196028073628
lr: 0.005, hidden_size: 32, layer_num: 1, train_batch_size: 8 - min val loss: 1.212576409180959
lr: 0.005, hidden_size: 32, layer_num: 1, train_batch_size: 16 - min val loss: 1.2089934746424358
lr: 0.005, hidden_size: 32, layer_num: 1, train_batch_size: 32 - min val loss: 1.2099682291348774
lr: 0.005, hidden_size: 32, layer_num: 2, train_batch_size: 4 - min val loss: 1.1539658506711323
lr: 0.005, hidden_size: 32, layer_num: 2, train_batch_size: 8 - min val loss: 1.106267551581065
lr: 0.005, hidden_size: 32, layer_num: 2, train_batch_size: 16 - min val loss: 1.118767003218333
lr: 0.005, hidden_size: 32, layer_num: 2, train_batch_size: 32 - min val loss: 1.0256801942984264
lr: 0.005, hidden_size: 32, layer_num: 3, train_batch_size: 4 - min val loss: 1.2031731009483337
lr: 0.005, hidden_size: 32, layer_num: 3, train_batch_size: 8 - min val loss: 1.153724471728007
lr: 0.005, hidden_size: 32, layer_num: 3, train_batch_size: 16 - min val loss: 1.1308125456174214
lr: 0.005, hidden_size: 32, layer_num: 3, train_batch_size: 32 - min val loss: 1.0571569899717967
lr: 0.005, hidden_size: 32, layer_num: 4, train_batch_size: 4 - min val loss: 1.3140334685643513
lr: 0.005, hidden_size: 32, layer_num: 4, train_batch_size: 8 - min val loss: 1.2568742235501607
lr: 0.005, hidden_size: 32, layer_num: 4, train_batch_size: 16 - min val loss: 1.165236492951711
lr: 0.005, hidden_size: 32, layer_num: 4, train_batch_size: 32 - min val loss: 1.1471476554870605
lr: 0.005, hidden_size: 64, layer_num: 1, train_batch_size: 4 - min val loss: 1.3476595878601074
lr: 0.005, hidden_size: 64, layer_num: 1, train_batch_size: 8 - min val loss: 1.2238561908404033
lr: 0.005, hidden_size: 64, layer_num: 1, train_batch_size: 16 - min val loss: 1.1308250228563945
lr: 0.005, hidden_size: 64, layer_num: 1, train_batch_size: 32 - min val loss: 1.1559397379557292
lr: 0.005, hidden_size: 64, layer_num: 2, train_batch_size: 4 - min val loss: 1.223742425441742
lr: 0.005, hidden_size: 64, layer_num: 2, train_batch_size: 8 - min val loss: 1.14957461754481
lr: 0.005, hidden_size: 64, layer_num: 2, train_batch_size: 16 - min val loss: 1.0616447726885478
lr: 0.005, hidden_size: 64, layer_num: 2, train_batch_size: 32 - min val loss: 1.0784518520037334
lr: 0.005, hidden_size: 64, layer_num: 3, train_batch_size: 4 - min val loss: 1.2628069122632344
lr: 0.005, hidden_size: 64, layer_num: 3, train_batch_size: 8 - min val loss: 1.2030674417813618
lr: 0.005, hidden_size: 64, layer_num: 3, train_batch_size: 16 - min val loss: 1.1557968258857727
lr: 0.005, hidden_size: 64, layer_num: 3, train_batch_size: 32 - min val loss: 1.0786641637484233
lr: 0.005, hidden_size: 64, layer_num: 4, train_batch_size: 4 - min val loss: 1.548791269461314
lr: 0.005, hidden_size: 64, layer_num: 4, train_batch_size: 8 - min val loss: 1.270253300666809
lr: 0.005, hidden_size: 64, layer_num: 4, train_batch_size: 16 - min val loss: 1.2018786072731018
lr: 0.005, hidden_size: 64, layer_num: 4, train_batch_size: 32 - min val loss: 1.13533216714859
lr: 0.005, hidden_size: 128, layer_num: 1, train_batch_size: 4 - min val loss: 1.26615709066391
lr: 0.005, hidden_size: 128, layer_num: 1, train_batch_size: 8 - min val loss: 1.1715512871742249
lr: 0.005, hidden_size: 128, layer_num: 1, train_batch_size: 16 - min val loss: 1.1142736474672954
lr: 0.005, hidden_size: 128, layer_num: 1, train_batch_size: 32 - min val loss: 1.0728213389714558
lr: 0.005, hidden_size: 128, layer_num: 2, train_batch_size: 4 - min val loss: 1.2577800154685974
lr: 0.005, hidden_size: 128, layer_num: 2, train_batch_size: 8 - min val loss: 1.1943008502324421
lr: 0.005, hidden_size: 128, layer_num: 2, train_batch_size: 16 - min val loss: 1.107539673646291
lr: 0.005, hidden_size: 128, layer_num: 2, train_batch_size: 32 - min val loss: 1.0117312371730804
lr: 0.005, hidden_size: 128, layer_num: 3, train_batch_size: 4 - min val loss: 1.3280772964159648
lr: 0.005, hidden_size: 128, layer_num: 3, train_batch_size: 8 - min val loss: 1.1858374675114949
lr: 0.005, hidden_size: 128, layer_num: 3, train_batch_size: 16 - min val loss: 1.1571597059567769
lr: 0.005, hidden_size: 128, layer_num: 3, train_batch_size: 32 - min val loss: 1.0819620887438457
lr: 0.005, hidden_size: 128, layer_num: 4, train_batch_size: 4 - min val loss: 1.4669778148333232
lr: 0.005, hidden_size: 128, layer_num: 4, train_batch_size: 8 - min val loss: 1.2764669458071392
lr: 0.005, hidden_size: 128, layer_num: 4, train_batch_size: 16 - min val loss: 1.1642786661783855
lr: 0.005, hidden_size: 128, layer_num: 4, train_batch_size: 32 - min val loss: 1.2228057384490967
lr: 0.005, hidden_size: 256, layer_num: 1, train_batch_size: 4 - min val loss: 1.2601239482561748
lr: 0.005, hidden_size: 256, layer_num: 1, train_batch_size: 8 - min val loss: 1.2330496311187744
lr: 0.005, hidden_size: 256, layer_num: 1, train_batch_size: 16 - min val loss: 1.1489595174789429
lr: 0.005, hidden_size: 256, layer_num: 1, train_batch_size: 32 - min val loss: 1.082853376865387
lr: 0.005, hidden_size: 256, layer_num: 2, train_batch_size: 4 - min val loss: 1.4424921870231628
lr: 0.005, hidden_size: 256, layer_num: 2, train_batch_size: 8 - min val loss: 1.230439265569051
lr: 0.005, hidden_size: 256, layer_num: 2, train_batch_size: 16 - min val loss: 1.1620017687479656
lr: 0.005, hidden_size: 256, layer_num: 2, train_batch_size: 32 - min val loss: 1.0524072845776875
lr: 0.005, hidden_size: 256, layer_num: 3, train_batch_size: 4 - min val loss: 1.92623374859492
lr: 0.005, hidden_size: 256, layer_num: 3, train_batch_size: 8 - min val loss: 1.279457728068034
lr: 0.005, hidden_size: 256, layer_num: 3, train_batch_size: 16 - min val loss: 1.1894265015920003
lr: 0.005, hidden_size: 256, layer_num: 3, train_batch_size: 32 - min val loss: 1.1693552136421204
lr: 0.005, hidden_size: 256, layer_num: 4, train_batch_size: 4 - min val loss: 2.072571794191996
lr: 0.005, hidden_size: 256, layer_num: 4, train_batch_size: 8 - min val loss: 1.8211539189020793
lr: 0.005, hidden_size: 256, layer_num: 4, train_batch_size: 16 - min val loss: 1.2791548371315002
lr: 0.005, hidden_size: 256, layer_num: 4, train_batch_size: 32 - min val loss: 1.095867653687795
lr: 0.005, hidden_size: 512, layer_num: 1, train_batch_size: 4 - min val loss: 1.3108664751052856
lr: 0.005, hidden_size: 512, layer_num: 1, train_batch_size: 8 - min val loss: 1.219634731610616
lr: 0.005, hidden_size: 512, layer_num: 1, train_batch_size: 16 - min val loss: 1.1624305645624797
lr: 0.005, hidden_size: 512, layer_num: 1, train_batch_size: 32 - min val loss: 1.1265608668327332
lr: 0.005, hidden_size: 512, layer_num: 2, train_batch_size: 4 - min val loss: 1.7315149108568828
lr: 0.005, hidden_size: 512, layer_num: 2, train_batch_size: 8 - min val loss: 1.3985121647516887
lr: 0.005, hidden_size: 512, layer_num: 2, train_batch_size: 16 - min val loss: 1.1977861722310383
lr: 0.005, hidden_size: 512, layer_num: 2, train_batch_size: 32 - min val loss: 1.1653648614883423
lr: 0.005, hidden_size: 512, layer_num: 3, train_batch_size: 4 - min val loss: 2.1205137968063354
lr: 0.005, hidden_size: 512, layer_num: 3, train_batch_size: 8 - min val loss: 1.953061083952586
lr: 0.005, hidden_size: 512, layer_num: 3, train_batch_size: 16 - min val loss: 1.4524863958358765
lr: 0.005, hidden_size: 512, layer_num: 3, train_batch_size: 32 - min val loss: 1.2865351438522339
lr: 0.005, hidden_size: 512, layer_num: 4, train_batch_size: 4 - min val loss: 2.090949376424154
lr: 0.005, hidden_size: 512, layer_num: 4, train_batch_size: 8 - min val loss: 2.058331608772278
lr: 0.005, hidden_size: 512, layer_num: 4, train_batch_size: 16 - min val loss: 1.7971456249554951
lr: 0.005, hidden_size: 512, layer_num: 4, train_batch_size: 32 - min val loss: 1.6981581250826518
lr: 0.0005, hidden_size: 32, layer_num: 1, train_batch_size: 4 - min val loss: 1.0137612521648407
lr: 0.0005, hidden_size: 32, layer_num: 1, train_batch_size: 8 - min val loss: 1.0466964642206829
lr: 0.0005, hidden_size: 32, layer_num: 1, train_batch_size: 16 - min val loss: 1.092363138993581
lr: 0.0005, hidden_size: 32, layer_num: 1, train_batch_size: 32 - min val loss: 1.0935406883557637
lr: 0.0005, hidden_size: 32, layer_num: 2, train_batch_size: 4 - min val loss: 1.0172435442606609
lr: 0.0005, hidden_size: 32, layer_num: 2, train_batch_size: 8 - min val loss: 0.980098694562912
lr: 0.0005, hidden_size: 32, layer_num: 2, train_batch_size: 16 - min val loss: 1.0177521010239918
lr: 0.0005, hidden_size: 32, layer_num: 2, train_batch_size: 32 - min val loss: 1.0569161772727966
lr: 0.0005, hidden_size: 32, layer_num: 3, train_batch_size: 4 - min val loss: 0.9045459628105164
lr: 0.0005, hidden_size: 32, layer_num: 3, train_batch_size: 8 - min val loss: 0.989898294210434
lr: 0.0005, hidden_size: 32, layer_num: 3, train_batch_size: 16 - min val loss: 1.0160367985566456
lr: 0.0005, hidden_size: 32, layer_num: 3, train_batch_size: 32 - min val loss: 1.0382836163043976
lr: 0.0005, hidden_size: 32, layer_num: 4, train_batch_size: 4 - min val loss: 0.9025223553180695
lr: 0.0005, hidden_size: 32, layer_num: 4, train_batch_size: 8 - min val loss: 0.9200432598590851
lr: 0.0005, hidden_size: 32, layer_num: 4, train_batch_size: 16 - min val loss: 0.9918724596500397
lr: 0.0005, hidden_size: 32, layer_num: 4, train_batch_size: 32 - min val loss: 1.0664076805114746
lr: 0.0005, hidden_size: 64, layer_num: 1, train_batch_size: 4 - min val loss: 0.9921091496944427
lr: 0.0005, hidden_size: 64, layer_num: 1, train_batch_size: 8 - min val loss: 0.9482298890749613
lr: 0.0005, hidden_size: 64, layer_num: 1, train_batch_size: 16 - min val loss: 0.9902684092521667
lr: 0.0005, hidden_size: 64, layer_num: 1, train_batch_size: 32 - min val loss: 1.0113895535469055
lr: 0.0005, hidden_size: 64, layer_num: 2, train_batch_size: 4 - min val loss: 0.896101196606954
lr: 0.0005, hidden_size: 64, layer_num: 2, train_batch_size: 8 - min val loss: 0.9315072099367777
lr: 0.0005, hidden_size: 64, layer_num: 2, train_batch_size: 16 - min val loss: 0.9527519643306732
lr: 0.0005, hidden_size: 64, layer_num: 2, train_batch_size: 32 - min val loss: 0.9853050311406454
lr: 0.0005, hidden_size: 64, layer_num: 3, train_batch_size: 4 - min val loss: 0.878142903248469
lr: 0.0005, hidden_size: 64, layer_num: 3, train_batch_size: 8 - min val loss: 0.8769289155801138
lr: 0.0005, hidden_size: 64, layer_num: 3, train_batch_size: 16 - min val loss: 0.9148864249388377
lr: 0.0005, hidden_size: 64, layer_num: 3, train_batch_size: 32 - min val loss: 1.0011588037014008
lr: 0.0005, hidden_size: 64, layer_num: 4, train_batch_size: 4 - min val loss: 0.8873902757962545
lr: 0.0005, hidden_size: 64, layer_num: 4, train_batch_size: 8 - min val loss: 0.8694626192251841
lr: 0.0005, hidden_size: 64, layer_num: 4, train_batch_size: 16 - min val loss: 0.9428334136803945
lr: 0.0005, hidden_size: 64, layer_num: 4, train_batch_size: 32 - min val loss: 0.9353954493999481
lr: 0.0005, hidden_size: 128, layer_num: 1, train_batch_size: 4 - min val loss: 0.9506721695264181
